,location,total_sqft,bath,price,bhk
5556,Other,600.0,2.0,55.0,2
5559,Other,1750.0,3.0,120.0,3
5562,Other,1092.0,2.0,98.5,3
5565,Other,1855.0,3.0,225.0,3
5569,Other,425.0,1.0,20.03,1
5571,Other,600.0,1.0,60.0,1
5572,Other,1468.0,2.0,140.0,2
5573,Other,4300.0,5.0,550.0,4
5575,Other,775.0,2.0,55.0,2
5578,Other,1352.0,3.0,135.0,3
5580,Other,1200.0,3.0,95.0,4
5581,Other,1976.0,3.0,184.0,3
5582,Other,5500.0,4.0,600.0,4
5583,Other,1200.0,3.0,95.0,3
5586,Other,1180.0,2.0,69.0,2
5587,Other,686.0,1.0,17.0,1
5589,Other,1500.0,4.0,180.0,4
5591,Other,1282.0,2.0,87.0,2
5593,Other,1500.0,2.0,95.0,3
5594,Other,1300.0,1.0,115.0,2
5595,Other,530.0,1.0,20.0,1
5596,Other,1350.0,2.0,80.0,2
5598,Other,2400.0,6.0,125.0,8
5600,Other,1141.0,2.0,62.0,2
5603,Other,950.0,1.0,40.0,1
5610,Other,1480.0,3.0,90.0,3
5611,Other,1600.0,3.0,90.0,3
5612,Other,1200.0,4.0,135.0,4
5614,Other,1500.0,3.0,115.0,3
5615,Other,1824.0,3.0,125.0,3
5616,Other,750.0,1.0,56.25,1
5623,Other,6000.0,5.0,400.0,4
5624,Other,2400.0,3.0,170.0,3
5626,Other,1500.0,2.0,98.0,3
5627,Other,3095.0,3.0,350.0,3
5629,Other,1200.0,1.0,28.0,1
5632,Other,1560.0,5.0,145.0,5
5634,Other,1560.0,3.0,188.0,3
5637,Other,485.0,1.0,15.0,1
5643,Other,1200.0,3.0,130.0,3
5644,Other,1050.0,2.0,67.0,2
5645,Other,1596.0,3.0,105.0,3
5649,Other,1200.0,3.0,85.0,3
5650,Other,1132.0,2.0,67.0,2
5652,Other,1515.0,3.0,88.0,3
5655,Other,1380.0,2.0,80.0,2
5658,Other,4346.0,5.0,500.0,4
5660,Other,2200.0,3.0,187.0,3
5661,Other,3329.0,3.0,330.0,3
5662,Other,3600.0,4.0,300.0,4
5663,Other,3500.0,3.0,450.0,4
5665,Other,1093.0,2.0,65.0,2
5667,Other,1535.0,3.0,95.0,3
5669,Other,1100.0,2.0,62.7,2
5672,Other,2197.0,4.0,280.0,3
5674,Other,1100.0,2.0,60.0,2
5675,Other,1600.0,3.0,172.0,4
5676,Other,1450.0,2.0,85.0,3
5677,Other,2000.0,3.0,166.0,4
5681,Other,1756.0,3.0,100.0,3
5682,Other,1532.0,3.0,92.0,3
5683,Other,1650.0,3.0,110.0,3
5684,Other,1200.0,2.0,66.0,2
5686,Other,1525.0,2.0,122.0,3
5690,Other,2400.0,3.0,200.0,4
5691,Other,1000.0,2.0,130.0,2
5693,Other,3040.0,1.0,180.0,2
5695,Other,1390.0,3.0,120.0,3
5697,Other,1135.0,2.0,68.0,2
5698,Other,900.0,2.0,55.0,2
5702,Other,2500.0,3.0,250.0,3
5706,Other,1269.72,2.0,68.0,2
5707,Other,1168.0,3.0,70.0,3
5709,Other,2100.0,4.0,155.0,4
5711,Other,1515.0,3.0,93.93,3
5716,Other,2700.0,4.0,214.0,6
5717,Other,2000.0,3.0,210.0,3
5718,Other,2400.0,4.0,300.0,5
5719,Other,1760.0,3.0,176.0,3
5720,Other,595.0,1.0,42.0,1
5725,Other,1170.0,2.0,86.0,2
5726,Other,2200.0,4.0,235.0,4
5733,Other,1650.0,3.0,175.0,3
5735,Other,1670.0,3.0,91.86,3
5739,Other,1250.0,2.0,80.0,3
5740,Other,1650.0,4.0,160.0,3
5741,Other,800.0,2.0,50.0,2
5742,Other,1225.0,2.0,150.0,2
5744,Other,3675.0,4.0,367.0,4
5745,Other,1200.0,2.0,150.0,2
5750,Other,1614.0,3.0,110.0,3
5751,Other,1188.0,2.0,73.0,2
5753,Other,680.0,2.0,42.0,2
5756,Other,955.0,2.0,53.55,2
5758,Other,2479.13,3.0,215.0,3
5759,Other,1100.0,2.0,106.0,2
5762,Other,1925.0,3.0,120.0,3
5763,Other,650.0,1.0,26.0,1
5765,Other,2000.0,3.0,207.0,3
5766,Other,1050.0,2.0,110.0,2
5768,Other,2204.0,2.0,305.0,3
5774,Other,1685.0,2.0,110.0,3
5776,Other,1550.0,3.0,110.0,3
5777,Other,500.0,1.0,20.0,1
5779,Other,3155.0,4.0,370.0,3
5780,Other,1765.0,3.0,105.0,3
5781,Other,1265.0,2.0,70.0,2
5782,Other,1012.0,2.0,59.0,2
5783,Other,2045.0,4.0,154.0,3
5785,Other,2400.0,4.0,280.0,6
5786,Other,581.91,2.0,25.0,1
5787,Other,1158.0,2.0,85.0,3
5788,Other,925.0,2.0,51.0,2
5789,Other,1415.0,2.0,110.0,2
5792,Other,4750.0,5.0,600.0,4
5793,Other,1840.0,3.0,155.0,3
5794,Other,1350.0,2.0,185.0,2
5795,Other,824.0,2.0,60.0,2
5796,Other,1340.0,2.0,100.0,3
5797,Other,1620.0,2.0,110.0,3
5798,Other,1533.0,3.0,115.0,3
5799,Other,1560.0,3.0,85.0,3
5801,Other,750.0,1.0,25.0,1
5802,Other,1375.0,2.0,85.0,3
5809,Other,1500.0,3.0,88.0,3
5811,Other,1140.0,2.0,76.0,2
5812,Other,1198.0,2.0,84.0,2
5813,Other,4000.0,4.0,520.0,4
5815,Other,1370.0,2.0,75.0,2
5819,Other,1000.0,1.0,55.0,2
5820,Other,1200.0,2.0,125.0,2
5824,Other,1050.0,1.0,70.0,1
5825,Other,1200.0,2.0,80.0,3
5833,Other,400.0,1.0,14.0,1
5835,Other,1575.0,4.0,150.0,5
5837,Other,4800.0,5.0,629.0,4
5838,Other,1200.0,2.0,70.0,2
5842,Other,1300.0,2.0,79.0,2
5844,Other,3500.0,4.0,350.0,4
5846,Other,1000.0,2.0,110.0,3
5853,Other,2400.0,3.0,260.0,3
5854,Other,1533.0,3.0,85.0,3
5857,Other,1452.55,2.0,110.0,2
5858,Other,2357.0,3.0,151.0,3
5859,Other,1170.0,2.0,105.0,2
5860,Other,1411.0,3.0,91.72,3
5862,Other,3095.0,3.0,375.0,3
5864,Other,1100.0,3.0,78.0,3
5866,Other,3600.0,4.0,365.0,4
5869,Other,1945.0,3.0,120.0,3
5871,Other,1650.0,3.0,165.0,3
5872,Other,1550.0,2.0,150.0,3
5874,Other,1150.0,2.0,75.0,3
5875,Other,1200.0,3.0,74.0,3
5876,Other,1229.0,3.0,86.03,3
5877,Other,1030.0,2.0,61.0,2
5878,Other,600.0,1.0,32.0,1
5879,Other,1165.0,2.0,135.0,2
5882,Other,3000.0,4.0,240.0,4
5884,Other,1315.0,2.0,90.0,2
5885,Other,1210.0,2.0,72.0,2
5886,Other,11338.0,9.0,1000.0,6
5888,Other,30000.0,4.0,2100.0,4
5890,Other,1170.0,2.0,68.0,2
5891,Other,1600.0,2.0,110.0,2
5893,Other,1370.0,2.0,75.0,3
5895,Other,1980.0,3.0,224.0,3
5897,Other,1700.0,3.0,97.0,3
5898,Other,1900.0,3.0,160.0,3
5900,Other,1100.0,2.0,75.0,2
5901,Other,1929.0,3.0,115.0,3
5902,Other,3161.0,4.0,214.0,4
5904,Other,3515.0,3.0,420.0,3
5906,Other,1100.0,2.0,70.0,2
5915,Other,3000.0,3.0,250.0,3
5916,Other,1100.0,2.0,61.0,2
5917,Other,1260.0,1.0,41.0,1
5918,Other,1500.0,1.0,37.5,1
5919,Other,600.0,1.0,17.0,1
5921,Other,1165.0,2.0,75.0,2
5922,Other,1272.0,4.0,75.0,3
5924,Other,1600.0,5.0,140.0,5
5926,Other,1000.0,2.0,65.0,3
5928,Other,2400.0,4.0,325.0,3
5930,Other,1463.0,1.0,142.0,2
5932,Other,2401.0,3.0,185.0,3
5933,Other,1875.0,2.0,235.0,3
5935,Other,890.0,1.0,75.0,1
5938,Other,2400.0,3.0,290.0,3
5940,Other,1690.0,3.0,100.0,3
5943,Other,1350.0,2.0,90.0,2
5944,Other,1460.0,3.0,88.0,3
5945,Other,1685.0,3.0,95.0,3
5946,Other,800.0,1.0,52.0,1
5947,Other,4000.0,5.0,280.0,4
5949,Other,792.0,2.0,70.0,2
5952,Other,2400.0,5.0,235.0,5
5955,Other,461.82,1.0,31.7,1
5956,Other,1500.0,2.0,85.0,3
5959,Other,1260.0,2.0,75.0,2
5961,Other,12000.0,12.0,525.0,10
5963,Other,2820.0,3.0,285.0,3
5964,Other,1950.0,3.0,130.0,3
5967,Other,4051.0,4.0,345.0,4
5968,Other,2100.0,3.0,170.0,3
5969,Other,1991.0,3.0,160.0,3
5971,Other,1200.0,3.0,66.0,3
5973,Other,3000.0,4.0,342.0,4
5974,Other,2400.0,6.0,245.0,6
5976,Other,1375.0,2.0,105.0,2
5977,Other,1693.0,3.0,108.0,3
5984,Other,1150.0,2.0,77.5,3
5988,Other,1058.0,2.0,60.0,2
5989,Other,900.0,1.0,30.0,1
5990,Other,1672.0,3.0,150.0,3
5993,Other,1250.0,3.0,139.0,3
5994,Other,1468.0,3.0,130.0,2
5998,Other,1480.0,2.0,145.0,3
6001,Other,2280.0,3.0,285.0,3
6002,Other,2000.0,3.0,200.0,3
6005,Other,1080.0,2.0,75.0,3
6006,Other,2400.0,2.0,150.0,3
6008,Other,1125.0,2.0,75.0,2
6009,Other,1596.0,3.0,95.0,3
6010,Other,1639.0,3.0,123.0,3
6012,Other,1740.0,3.0,199.0,3
6013,Other,1372.0,2.0,90.0,3
6015,Other,6200.0,5.0,720.0,5
6018,Other,925.0,2.0,63.0,2
6021,Other,2500.0,3.0,270.0,3
6022,Other,1584.0,3.0,145.0,4
6023,Other,1570.0,3.0,115.0,3
6024,Other,3000.0,3.0,400.0,3
6028,Other,1750.0,3.0,180.0,3
6029,Other,1500.0,1.0,160.0,2
6030,Other,2100.0,6.0,275.0,6
6032,Other,705.0,1.0,36.5,1
6033,Other,1340.0,3.0,77.0,3
6039,Other,1270.0,2.0,175.0,4
6041,Other,3595.0,6.0,360.0,4
6043,Other,3100.0,5.0,385.0,4
6045,Other,1200.0,4.0,150.0,4
6046,Other,3259.0,3.0,270.0,3
6049,Other,596.0,1.0,42.0,1
6050,Other,10000.0,16.0,550.0,16
6051,Other,1200.0,4.0,110.0,4
6052,Other,1910.0,3.0,190.0,3
6055,Other,1750.0,3.0,149.0,3
6057,Other,985.0,2.0,63.0,2
6058,Other,1300.0,2.0,129.0,2
6059,Other,1490.0,2.0,88.0,3
6063,Other,650.0,1.0,30.0,1
6064,Other,1500.0,2.0,89.99,3
6065,Other,1350.0,4.0,145.0,4
6066,Other,910.0,1.0,42.0,1
6069,Other,532.0,1.0,22.49,1
6070,Other,1060.0,3.0,62.0,3
6072,Other,1550.0,2.0,160.0,2
6076,Other,1000.0,2.0,80.0,2
6078,Other,1500.0,2.0,97.0,3
6079,Other,1865.0,4.0,140.0,3
6081,Other,3500.0,4.0,245.0,4
6085,Other,1320.0,2.0,73.0,3
6086,Other,2150.0,6.0,205.0,6
6089,Other,675.0,3.0,52.0,2
6090,Other,1801.0,3.0,139.0,3
6092,Other,2990.0,4.0,324.0,4
6093,Other,2400.0,2.0,160.0,2
6095,Other,1150.0,2.0,75.0,2
6096,Other,1200.0,3.0,165.0,3
6103,Other,1390.0,2.0,80.0,3
6104,Other,1550.0,2.0,90.0,3
6107,Other,1500.0,4.0,110.0,4
6109,Other,1839.0,3.0,165.0,3
6111,Other,900.0,2.0,70.0,2
6113,Other,1500.0,3.0,149.0,3
6116,Other,750.0,2.0,50.0,1
6117,Other,600.0,3.0,75.0,2
6118,Other,1605.0,2.0,85.0,3
6121,Other,1500.0,1.0,19.5,1
6124,Other,1200.0,2.0,160.0,2
6125,Other,1904.0,3.0,155.0,3
6126,Other,2770.0,4.0,315.0,3
6127,Other,813.0,1.0,39.0,1
6130,Other,1630.0,2.0,97.78,3
6132,Other,2425.0,4.0,173.0,4
6136,Other,1280.0,2.0,75.0,2
6137,Other,735.0,1.0,75.0,1
6138,Other,500.0,1.0,24.0,1
6140,Other,1200.0,4.0,145.0,3
6141,Other,1200.0,2.0,100.0,2
6142,Other,1200.0,3.0,160.0,3
6143,Other,1265.0,2.0,82.0,3
6146,Other,1850.0,3.0,98.0,3
6147,Other,2360.0,4.0,150.0,4
6148,Other,1030.0,2.0,77.25,2
6150,Other,2000.0,3.0,160.0,3
6151,Other,1575.0,3.0,93.0,3
6152,Other,1300.0,2.0,70.0,3
6154,Other,1380.0,2.0,75.0,2
6159,Other,3100.0,3.0,250.0,3
6160,Other,1190.0,2.0,100.0,2
6161,Other,1827.0,3.0,100.0,3
6162,Other,1500.0,3.0,95.0,3
6163,Other,1180.0,2.0,63.0,2
6169,Other,1200.0,4.0,140.0,4
6172,Other,1097.0,2.0,65.0,2
6173,Other,1600.0,3.0,165.0,4
6177,Other,1355.0,2.0,75.0,2
6179,Other,7500.0,4.0,900.0,4
6182,Other,4104.0,4.0,360.0,4
6185,Other,2080.0,2.0,150.0,2
6186,Other,1505.0,2.0,90.0,2
6187,Other,1200.0,3.0,95.75,3
6188,Other,1810.0,4.0,148.0,3
6190,Other,1530.0,2.0,97.0,3
6195,Other,1500.0,2.0,130.0,3
6199,Other,1400.0,2.0,80.0,2
6200,Other,1533.0,3.0,150.0,3
6202,Other,3730.0,6.0,450.0,4
6203,Other,745.0,2.0,50.0,2
6205,Other,1355.0,2.0,95.0,2
6206,Other,833.0,1.0,49.0,1
6208,Other,3000.0,5.0,270.0,4
6209,Other,1220.0,2.0,68.0,2
6210,Other,3811.0,3.0,475.0,4
6211,Other,1545.0,3.0,85.0,3
6213,Other,1350.0,2.0,110.0,2
6215,Other,1200.0,2.0,68.0,3
6217,Other,2000.0,4.0,180.0,5
6221,Other,1280.0,4.0,115.0,4
6224,Other,1655.0,3.0,155.0,3
6225,Other,1150.0,2.0,74.0,2
6227,Other,1200.0,2.0,108.0,3
6228,Other,1200.0,2.0,75.0,2
6233,Other,1500.0,2.0,203.0,2
6236,Other,4500.0,9.0,500.0,9
6239,Other,1550.0,3.0,160.0,3
6242,Other,1758.0,3.0,95.0,3
6243,Other,3179.0,5.0,351.0,4
6245,Other,1200.0,3.0,85.0,2
6247,Other,1800.0,3.0,140.0,3
6250,Other,3900.0,4.0,333.0,4
6251,Other,2400.0,4.0,200.0,3
6252,Other,1645.0,3.0,87.5,3
6254,Other,2600.0,3.0,140.0,3
6255,Other,950.0,2.0,60.0,2
6261,Other,1900.0,3.0,205.0,3
6263,Other,1402.0,2.0,85.0,3
6265,Other,2100.0,3.0,240.0,3
6269,Other,1200.0,3.0,140.0,3
6270,Other,814.0,2.0,55.0,2
6273,Other,1590.0,3.0,120.0,3
6274,Other,3754.0,6.0,430.0,4
6277,Other,1450.0,2.0,89.6,3
6279,Other,1340.0,2.0,77.0,2
6282,Other,1665.0,3.0,105.0,3
6284,Other,2300.0,4.0,200.0,4
6285,Other,1210.0,2.0,76.0,2
6290,Other,1065.0,2.0,58.0,2
6293,Other,1636.0,3.0,97.0,3
6294,Other,3600.0,4.0,450.0,4
6297,Other,1200.0,3.0,72.0,3
6301,Other,1000.0,1.0,75.0,2
6305,Other,4830.0,5.0,390.0,4
6306,Other,850.0,2.0,75.0,2
6310,Other,2065.0,3.0,130.0,3
6311,Other,1150.0,2.0,125.0,2
6314,Other,2550.0,4.0,290.0,3
6315,Other,3080.0,2.0,285.0,4
6317,Other,3400.0,6.0,420.0,4
6318,Other,450.0,1.0,25.0,1
6319,Other,1100.0,2.0,85.0,2
6324,Other,1036.0,2.0,110.0,2
6327,Other,1376.0,4.0,156.0,4
6332,Other,1080.0,2.0,62.0,2
6336,Other,1475.0,2.0,200.0,3
6337,Other,1200.0,3.0,96.25,3
6339,Other,2631.0,3.0,200.0,4
6340,Other,830.0,2.0,60.0,2
6341,Other,1500.0,2.0,88.0,2
6344,Other,856.0,2.0,48.0,2
6345,Other,1143.0,2.0,62.0,2
6347,Other,1117.0,2.0,110.0,2
6348,Other,600.0,1.0,43.0,1
6352,Other,1200.0,3.0,70.0,3
6353,Other,2675.0,4.0,290.0,4
6357,Other,1477.0,2.0,80.0,3
6358,Other,3500.0,5.0,450.0,4
6359,Other,1793.0,3.0,98.0,3
6363,Other,1020.0,2.0,62.0,2
6364,Other,3563.0,6.0,310.0,4
6367,Other,3300.0,5.0,318.0,4
6372,Other,1718.0,3.0,223.0,3
6373,Other,1200.0,2.0,75.0,3
6374,Other,985.0,2.0,55.0,2
6379,Other,1030.0,2.0,80.0,2
6381,Other,1150.0,2.0,69.0,2
6384,Other,1500.0,2.0,90.0,3
6390,Other,1750.0,2.0,225.0,4
6392,Other,1100.0,2.0,78.0,2
6393,Other,1180.0,2.0,74.0,2
6395,Other,1540.0,3.0,85.0,3
6397,Other,1800.0,3.0,230.0,3
6399,Other,2000.0,3.0,120.0,3
6400,Other,2000.0,3.0,145.0,3
6401,Other,500.0,1.0,15.0,1
6407,Other,3160.0,4.0,206.0,4
6408,Other,922.0,2.0,70.0,2
6409,Other,850.0,2.0,72.0,2
6410,Other,1200.0,1.0,65.0,2
6412,Other,1233.0,2.0,100.0,2
6420,Other,1936.0,3.0,110.0,3
6421,Other,1652.5,3.0,90.0,3
6423,Other,1500.0,3.0,138.0,3
6424,Other,700.0,2.0,43.0,2
6425,Other,1750.0,3.0,170.0,3
6426,Other,1365.0,3.0,99.0,3
6429,Other,708.0,1.0,55.0,2
6430,Other,1680.0,3.0,135.0,3
6431,Other,990.0,2.0,58.0,2
6432,Other,1240.0,2.0,100.0,2
6433,Other,1810.0,3.0,118.0,3
6434,Other,2005.0,3.0,240.0,3
6437,Other,1000.0,2.0,97.0,2
6440,Other,1430.0,3.0,78.65,3
6442,Other,1200.0,2.0,45.0,1
6447,Other,840.0,1.0,75.0,1
6448,Other,1760.0,2.0,116.0,3
6449,Other,3317.5,5.0,268.5,4
6450,Other,600.0,1.0,52.0,2
6451,Other,1670.0,3.0,160.0,3
6454,Other,1200.0,2.0,75.6,3
6455,Other,2400.0,5.0,285.0,5
6456,Other,2100.0,4.0,150.0,4
6460,Other,1550.0,4.0,120.0,4
6461,Other,905.0,2.0,50.0,2
6462,Other,1495.0,3.0,200.0,3
6464,Other,550.0,1.0,23.0,1
6469,Other,1537.0,3.0,110.0,3
6470,Other,1750.0,3.0,150.0,3
6471,Other,2800.0,7.0,250.0,7
6473,Other,1191.0,2.0,90.0,2
6476,Other,2849.0,5.0,250.0,4
6481,Other,827.0,2.0,45.0,2
6488,Other,1205.0,2.0,70.0,2
6492,Other,2200.0,4.0,160.0,3
6495,Other,1900.0,3.0,155.0,3
6496,Other,1200.0,1.0,95.0,2
6499,Other,1100.0,2.0,110.0,2
6500,Other,1942.0,3.0,155.0,3
6501,Other,1200.0,4.0,80.0,3
6504,Other,1515.0,3.0,90.0,3
6507,Other,1200.0,4.0,95.0,4
6513,Other,1200.0,1.0,69.0,1
6514,Other,1717.0,3.0,99.0,3
6516,Other,1200.0,1.0,48.0,1
6517,Other,1430.0,2.0,78.65,3
6519,Other,1190.0,2.0,70.0,2
6521,Other,2690.0,4.0,185.0,4
6522,Other,1594.0,3.0,99.0,3
6523,Other,1250.0,2.0,68.0,2
6524,Other,1290.0,1.0,77.5,2
6526,Other,1464.0,2.0,145.0,2
6530,Other,1485.0,2.0,156.0,3
6531,Other,2070.0,3.0,135.0,3
6534,Other,800.0,2.0,55.0,2
6536,Other,1480.0,2.0,125.0,3
6538,Other,1500.0,2.0,130.0,2
6539,Other,2010.0,3.0,125.0,3
6540,Other,1504.0,2.0,100.0,3
6542,Other,1602.0,2.0,165.0,3
6543,Other,1200.0,4.0,130.0,4
6544,Other,1800.0,3.0,220.0,3
6550,Other,1862.0,3.0,120.0,3
6551,Other,2700.0,3.0,200.0,3
6552,Other,1677.0,3.0,98.0,3
6554,Other,1490.0,2.0,115.0,3
6556,Other,1740.0,3.0,120.0,3
6557,Other,1020.0,2.0,60.0,2
6558,Other,550.0,1.0,16.0,1
6561,Other,3664.0,3.0,325.0,3
6562,Other,690.0,2.0,42.0,2
6563,Other,1520.0,3.0,111.0,3
6565,Other,1200.0,4.0,86.0,4
6566,Other,1250.0,2.0,90.0,2
6567,Other,1900.0,2.0,190.0,3
6570,Other,1602.0,2.0,170.0,3
6571,Other,1230.0,2.0,70.0,2
6572,Other,1600.0,3.0,95.0,3
6573,Other,450.0,1.0,60.0,1
6574,Other,600.0,2.0,23.0,1
6575,Other,3463.0,6.0,310.0,4
6576,Other,1200.0,2.0,85.0,2
6579,Other,2000.0,4.0,130.0,3
6580,Other,1350.0,4.0,140.0,4
6583,Other,1175.0,2.0,79.0,2
6585,Other,1112.0,2.0,68.0,2
6588,Other,1158.0,2.0,75.0,2
6591,Other,1200.0,2.0,90.0,2
6592,Other,1266.67,2.0,69.0,2
6594,Other,2000.0,2.0,160.0,2
6598,Other,2679.0,5.0,280.0,4
6599,Other,1230.0,2.0,75.0,2
6601,Other,3150.0,5.0,145.0,8
6602,Other,2400.0,2.0,135.0,2
6603,Other,880.0,2.0,48.0,2
6608,Other,1022.0,2.0,57.0,2
6609,Other,1200.0,2.0,76.0,2
6612,Other,1605.0,3.0,100.0,3
6613,Other,1542.0,3.0,98.0,3
6616,Other,1333.0,2.0,77.27,2
6617,Other,1100.0,3.0,110.0,3
6618,Other,1050.0,2.0,70.0,2
6623,Other,1100.0,2.0,145.0,3
6625,Other,1200.0,3.0,99.0,3
6628,Other,1000.0,2.0,60.0,2
6629,Other,5720.0,3.0,350.0,3
6635,Other,600.0,2.0,39.0,2
6638,Other,1700.0,3.0,111.0,3
6642,Other,1780.0,3.0,110.0,3
6644,Other,1080.0,3.0,149.0,3
6645,Other,900.0,2.0,65.0,3
6647,Other,1200.0,3.0,160.0,4
6649,Other,2456.0,3.0,220.0,3
6651,Other,1530.0,2.0,185.0,2
6654,Other,1717.0,3.0,120.0,3
6657,Other,1475.0,2.0,171.0,2
6659,Other,650.0,1.0,16.0,1
6661,Other,1504.0,2.0,102.0,3
6663,Other,1800.0,4.0,145.0,4
6666,Other,1625.0,3.0,92.0,3
6667,Other,2400.0,4.0,250.0,4
6670,Other,1490.0,2.0,92.0,3
6672,Other,1044.0,2.0,60.0,2
6676,Other,1567.2,2.0,190.0,3
6681,Other,1293.0,2.0,75.0,2
6683,Other,860.0,2.0,65.5,2
6684,Other,1374.0,2.0,88.0,3
6688,Other,2000.0,2.0,160.0,4
6689,Other,834.0,1.0,62.0,1
6690,Other,600.0,1.0,52.0,1
6691,Other,2000.0,4.0,135.0,4
6692,Other,2750.0,3.0,260.0,3
6696,Other,1280.0,2.0,90.0,2
6698,Other,2075.0,3.0,175.0,3
6705,Other,2274.24,4.0,160.0,3
6707,Other,900.0,3.0,105.0,2
6710,Other,1350.0,3.0,75.0,3
6712,Other,470.0,2.0,10.0,1
6714,Other,1313.0,4.0,150.0,3
6715,Other,2515.0,4.0,155.0,3
6718,Other,2665.0,3.0,350.0,3
6727,Other,2400.0,5.0,300.0,6
6728,Other,3000.0,4.0,130.0,8
6729,Other,1235.0,2.0,140.0,2
6730,Other,3200.0,3.0,260.0,3
6731,Other,1450.0,3.0,90.0,3
6732,Other,3754.0,6.0,480.0,4
6733,Other,1893.0,3.0,115.0,3
6736,Other,1200.0,2.0,100.0,3
6738,Other,1500.0,3.0,90.0,3
6740,Other,1250.0,2.0,67.0,2
6743,Other,375.0,1.0,26.0,1
6744,Other,800.0,3.0,59.5,2
6746,Other,1400.0,2.0,85.0,2
6747,Other,1800.0,2.0,100.0,3
6748,Other,925.0,2.0,70.0,2
6751,Other,3500.0,2.0,350.0,4
6754,Other,2100.0,4.0,255.0,3
6755,Other,400.0,1.0,35.0,1
6758,Other,2400.0,5.0,180.0,4
6759,Other,6000.0,1.0,276.0,1
6760,Other,825.0,2.0,40.0,1
6762,Other,5000.0,5.0,600.0,4
6764,Other,4800.0,5.0,420.0,4
6765,Other,3400.0,3.0,400.0,3
6766,Other,600.0,1.0,33.0,1
6768,Other,2600.0,3.0,147.0,3
6770,Other,800.0,1.0,72.0,1
6772,Other,1225.0,2.0,82.0,3
6773,Other,655.0,1.0,27.0,1
6774,Other,1196.0,2.0,96.0,2
6775,Other,927.0,2.0,50.0,2
6776,Other,600.0,1.0,18.0,1
6778,Other,2800.0,4.0,200.0,4
6781,Other,800.0,2.0,85.0,2
6782,Other,985.0,2.0,57.0,2
6783,Other,6000.0,12.0,150.0,11
6785,Other,600.0,2.0,80.0,2
6786,Other,1503.0,2.0,93.0,3
6791,Other,1768.0,3.0,95.0,3
6792,Other,3060.0,4.0,350.0,4
6793,Other,800.0,1.0,32.0,1
6795,Other,600.0,1.0,35.0,1
6796,Other,1010.0,2.0,55.0,2
6799,Other,3978.0,4.0,428.0,4
6802,Other,2008.0,3.0,170.0,3
6803,Other,2095.0,3.0,142.0,3
6805,Other,1600.0,2.0,88.0,3
6806,Other,1350.0,4.0,160.0,4
6808,Other,1280.0,2.0,100.0,3
6812,Other,1044.0,2.0,85.0,2
6814,Other,840.0,1.0,99.0,2
6817,Other,3870.0,4.0,411.0,4
6819,Other,1835.0,3.0,175.0,3
6822,Other,425.0,1.0,15.0,1
6825,Other,2380.0,4.0,242.0,4
6826,Other,900.0,1.0,70.0,2
6827,Other,1517.0,2.0,125.0,2
6829,Other,3602.0,4.0,280.0,4
6830,Other,2159.0,3.0,120.0,3
6832,Other,1850.0,3.0,175.0,6
6833,Other,510.0,1.0,34.0,1
6834,Other,1166.0,2.0,65.0,2
6835,Other,2700.0,2.0,260.0,3
6836,Other,1350.0,2.0,175.0,3
6838,Other,940.0,2.0,56.0,2
6843,Other,1000.0,2.0,63.0,2
6845,Other,1998.0,3.0,117.0,3
6848,Other,1804.0,3.0,150.0,3
6849,Other,1350.0,3.0,81.0,3
6851,Other,3000.0,3.0,300.0,4
6857,Other,1217.0,2.0,164.0,2
6860,Other,600.0,1.0,45.0,1
6861,Other,672.0,1.0,27.0,1
6862,Other,1280.0,3.0,87.0,3
6864,Other,1567.0,3.0,100.0,3
6865,Other,2350.0,3.0,210.0,3
6868,Other,560.0,1.0,19.0,1
6870,Other,520.0,2.0,29.0,1
6871,Other,1950.0,3.0,230.0,3
6872,Other,600.0,1.0,58.0,1
6873,Other,1000.0,1.0,19.0,1
6875,Other,375.0,1.0,40.0,1
6877,Other,1220.0,2.0,65.0,2
6881,Other,1130.0,2.0,74.0,2
6882,Other,1407.0,2.0,83.87,2
6885,Other,2375.0,3.0,260.0,4
6886,Other,1200.0,2.0,67.0,2
6887,Other,1872.0,3.0,152.0,3
6888,Other,1400.0,3.0,90.0,3
6889,Other,812.0,1.0,26.0,1
6891,Other,600.0,2.0,35.0,1
6905,Other,1800.0,4.0,115.0,3
6907,Other,1499.0,3.0,89.0,3
6910,Other,1050.0,2.0,65.0,2
6915,Other,3155.0,3.0,315.0,3
6920,Other,1464.0,2.0,135.0,3
6923,Other,1707.0,3.0,171.0,3
6924,Other,565.0,1.0,33.0,1
6925,Other,630.0,2.0,70.0,1
6926,Other,1000.0,2.0,55.0,2
6929,Other,2400.0,4.0,130.0,3
6932,Other,420.0,1.0,23.5,1
6934,Other,1225.0,2.0,71.05,2
6935,Other,1350.0,4.0,90.0,4
6936,Other,1732.5,3.0,91.855,3
6937,Other,3760.0,2.0,280.0,2
6938,Other,3071.0,4.0,300.0,3
6943,Other,1620.0,3.0,95.0,3
6944,Other,560.0,1.0,21.0,1
6947,Other,2250.0,3.0,180.0,3
6949,Other,1350.0,2.0,45.0,1
6950,Other,1209.0,2.0,100.0,2
6955,Other,2250.0,3.0,199.0,3
6956,Other,3700.0,4.0,314.0,4
6958,Other,1405.0,3.0,169.0,3
6959,Other,4800.0,6.0,420.0,4
6962,Other,500.0,1.0,16.0,1
